,state,year,adjusted_EducationSpend,adjusted_homeValuation,intercept
574,North Carolina,2013-01-01,12450730.46527579,144400.30583706876,1
575,North Carolina,2014-01-01,12203336.595313495,146711.46556261784,1
576,North Carolina,2015-01-01,12574844.568221895,150419.75532898284,1
577,North Carolina,2016-01-01,12620939.0,157419.23549714047,1
587,North Dakota,2009-01-01,1032590.4537053586,150151.24025085254,1
588,North Dakota,2010-01-01,1100817.9133088673,147815.29781737612,1
589,North Dakota,2011-01-01,1139642.8874668735,147098.66205278627,1
590,North Dakota,2012-01-01,1157356.1066413526,144714.92017364077,1
591,North Dakota,2013-01-01,1202003.1856359919,159711.21245017645,1
592,North Dakota,2014-01-01,1244987.893145204,172268.3371950438,1
593,North Dakota,2015-01-01,1369902.8251585905,183264.3075728224,1
594,North Dakota,2016-01-01,1393844.0,196346.15798907916,1
595,Ohio,2000-01-01,16720989.259873008,131736.18114520912,1
596,Ohio,2001-01-01,17258460.120960303,134790.87615218206,1
597,Ohio,2002-01-01,17885592.55109403,137827.6925084805,1
598,Ohio,2003-01-01,18851970.97382864,139611.1771704368,1
599,Ohio,2004-01-01,19637388.781937502,141340.27009977362,1
600,Ohio,2005-01-01,19565840.7140362,141684.2949527574,1
601,Ohio,2006-01-01,19643850.246164538,141459.2216647638,1
602,Ohio,2007-01-01,19482447.03768538,138511.1294099065,1
603,Ohio,2008-01-01,19727432.50699645,133000.17290732783,1
604,Ohio,2009-01-01,20097645.60595646,126707.35522628174,1
605,Ohio,2010-01-01,20265836.27787215,120114.97770331241,1
606,Ohio,2011-01-01,20069884.3499938,113866.08969384785,1
607,Ohio,2012-01-01,20068549.031169973,107056.07370943068,1
608,Ohio,2013-01-01,19143446.46736761,106637.70768434713,1
609,Ohio,2014-01-01,19282602.107456427,109866.3729077015,1
610,Ohio,2015-01-01,19638658.07404034,112775.84051053078,1
611,Ohio,2016-01-01,20271944.0,118571.98499417923,1
612,Oklahoma,2000-01-01,4449077.402349289,95973.15966864316,1
613,Oklahoma,2001-01-01,4686499.048562034,98106.40770897164,1
614,Oklahoma,2002-01-01,4944878.630074967,100733.35219216398,1
615,Oklahoma,2003-01-01,4821627.1755957445,102248.99175412582,1
616,Oklahoma,2004-01-01,4668756.867108405,102909.32365409101,1
617,Oklahoma,2005-01-01,4903989.190051913,103739.97178990592,1
618,Oklahoma,2006-01-01,5019512.685159752,104624.65392568104,1
619,Oklahoma,2007-01-01,5268922.6492941845,106458.2465873376,1
620,Oklahoma,2008-01-01,5394028.707201222,106951.78019853265,1
621,Oklahoma,2009-01-01,5532315.2027785955,106346.71695205213,1
622,Oklahoma,2010-01-01,5628605.817575829,105493.9598148309,1
623,Oklahoma,2011-01-01,4975897.387543362,102028.73814918647,1
624,Oklahoma,2012-01-01,4980136.219391894,98374.98550591111,1
625,Oklahoma,2013-01-01,5052014.424956652,99544.07388432673,1
626,Oklahoma,2014-01-01,5044841.872905103,101609.90486268688,1
627,Oklahoma,2015-01-01,5007149.308806731,105656.21170095222,1
628,Oklahoma,2016-01-01,4958496.0,107719.28157453192,1
629,Oregon,2000-01-01,4996717.310604705,198255.62563629923,1
630,Oregon,2001-01-01,5169064.431757906,200850.16448920147,1
631,Oregon,2002-01-01,5367843.557061318,205442.0701253987,1
632,Oregon,2003-01-01,5242047.985285107,210786.91219298588,1
633,Oregon,2004-01-01,5083682.007452868,218284.0045567044,1
634,Oregon,2005-01-01,5297313.08715105,233232.8993405614,1
635,Oregon,2006-01-01,5456424.551628981,270363.9521470314,1
636,Oregon,2007-01-01,5627645.165733106,298313.526975063,1
637,Oregon,2008-01-01,5942853.121752935,296121.0996824091,1
638,Oregon,2009-01-01,6064575.948563512,268860.3103040777,1
639,Oregon,2010-01-01,5872892.623347226,243049.88832992577,1
640,Oregon,2011-01-01,5792135.77549952,222178.93858576598,1
641,Oregon,2012-01-01,5663254.1116308095,202307.8480080334,1
642,Oregon,2013-01-01,5586249.840647985,208574.24329322003,1
643,Oregon,2014-01-01,5762051.5829458535,228187.59309260923,1
644,Oregon,2015-01-01,6051509.950111693,244840.21166698134,1
645,Oregon,2016-01-01,6285584.0,272978.2754183557,1
646,Pennsylvania,2000-01-01,19100296.497731533,121029.2484601234,1
647,Pennsylvania,2001-01-01,18468924.50133154,124154.72063644673,1
648,Pennsylvania,2002-01-01,17978194.633276332,129119.62075938092,1
649,Pennsylvania,2003-01-01,19991762.12152373,136055.34952400098,1
650,Pennsylvania,2004-01-01,21768943.977169793,144172.83634934397,1
651,Pennsylvania,2005-01-01,22302949.245402213,155320.46446689114,1
652,Pennsylvania,2006-01-01,22548688.53810986,167478.1165320877,1
653,Pennsylvania,2007-01-01,22744676.475602344,172470.68151714245,1
654,Pennsylvania,2008-01-01,23188223.761829518,172307.44695562485,1
655,Pennsylvania,2009-01-01,23602319.318029623,165574.29624444165,1
656,Pennsylvania,2010-01-01,24169310.022126336,160988.03825979694,1
657,Pennsylvania,2011-01-01,23722678.13542977,154663.70230678897,1
658,Pennsylvania,2012-01-01,23214901.415858515,146070.60708761404,1
659,Pennsylvania,2013-01-01,24943207.782452933,144842.5663319264,1
660,Pennsylvania,2014-01-01,24557854.022688907,145597.6463268519,1
661,Pennsylvania,2015-01-01,25232682.637297783,146702.13512868126,1
662,Pennsylvania,2016-01-01,25955384.0,151009.44685342655,1
663,Rhode Island,2000-01-01,1753576.3215793693,173784.19243408568,1
664,Rhode Island,2001-01-01,1858593.4065662797,185057.56978671608,1
665,Rhode Island,2002-01-01,1971519.0662427496,207576.89147761645,1
666,Rhode Island,2003-01-01,2082870.6903086859,243273.4150543181,1
667,Rhode Island,2004-01-01,2174021.4392800787,282446.18182263355,1
668,Rhode Island,2005-01-01,2164185.92276223,320123.825423227,1
669,Rhode Island,2006-01-01,2176839.014163055,340525.0129858497,1
670,Rhode Island,2007-01-01,2275233.7452767603,326467.27712502645,1
671,Rhode Island,2008-01-01,2302724.625690364,306185.6264104751,1
672,Rhode Island,2009-01-01,2318615.090147583,267851.47526904085,1
673,Rhode Island,2010-01-01,2304586.4285836797,247745.4765629781,1
674,Rhode Island,2011-01-01,2270870.857352476,238334.34740367017,1
675,Rhode Island,2012-01-01,2244856.198396736,217626.4806214902,1
676,Rhode Island,2013-01-01,2261587.7945102328,213916.49438319315,1
677,Rhode Island,2014-01-01,2236093.6339149005,221661.23849297606,1
678,Rhode Island,2015-01-01,2258342.343172393,227152.08301590587,1
679,Rhode Island,2016-01-01,2297516.0,238279.93850371148,1
680,South Carolina,2000-01-01,5309823.995327908,138076.19702647423,1
681,South Carolina,2001-01-01,5638576.474683537,141409.20295635858,1
682,South Carolina,2002-01-01,5990948.468119102,144481.70182455974,1
683,South Carolina,2003-01-01,6070907.308287009,145242.9207371282,1
684,South Carolina,2004-01-01,6102995.247770501,146742.8701691431,1
685,South Carolina,2005-01-01,6305528.594362921,150880.73317128327,1
686,South Carolina,2006-01-01,6531545.089717615,158752.32663460623,1
687,South Carolina,2007-01-01,6799903.648540471,166402.01348818655,1
688,South Carolina,2008-01-01,7264567.111338654,164728.46605215274,1
689,South Carolina,2009-01-01,7358706.027758999,157087.24400096657,1
690,South Carolina,2010-01-01,7117492.159495948,147264.10861979355,1
691,South Carolina,2011-01-01,6838428.229347845,139069.17857205682,1
692,South Carolina,2012-01-01,6772787.2286674185,130122.30950314479,1
693,South Carolina,2013-01-01,6852345.854398486,131378.7840820805,1
694,South Carolina,2014-01-01,7112337.020494025,135418.82704995677,1
695,South Carolina,2015-01-01,7253389.569379239,139470.67373034562,1
696,South Carolina,2016-01-01,7419325.0,147413.5274247964,1
697,South Dakota,2000-01-01,950594.0089402662,126898.85107872217,1
698,South Dakota,2001-01-01,976992.6199219155,122882.6363525832,1
699,South Dakota,2002-01-01,1008614.795544743,124614.58998118705,1
700,South Dakota,2003-01-01,1026063.6317152504,126663.21649419185,1
701,South Dakota,2004-01-01,1035243.3785878328,129421.96562930828,1
702,South Dakota,2005-01-01,1044332.2189995981,134120.08871862452,1
703,South Dakota,2006-01-01,1049544.786172639,138554.04121520347,1
704,South Dakota,2007-01-01,1054867.0195405313,139728.63464063156,1
705,South Dakota,2008-01-01,1095425.8160155462,141569.65746363328,1
706,South Dakota,2009-01-01,1121779.256104304,143025.7737872244,1
707,South Dakota,2010-01-01,1149824.154740691,138423.77004839914,1
708,South Dakota,2011-01-01,1138936.2584431518,136269.47327552768,1
709,South Dakota,2012-01-01,1094329.8326149816,133524.5814785449,1
710,South Dakota,2013-01-01,1099328.9171229543,142428.2409443195,1
711,South Dakota,2014-01-01,1136850.3142177458,148368.98880294347,1
712,South Dakota,2015-01-01,1155863.0207655625,152681.46225479123,1
713,South Dakota,2016-01-01,1185796.0,162120.90493370412,1
714,Tennessee,2000-01-01,6513957.985302304,128594.66867351002,1
715,Tennessee,2001-01-01,6617940.139964724,129664.82660099071,1
716,Tennessee,2002-01-01,6760086.4151605405,131577.37586738038,1
717,Tennessee,2003-01-01,6956998.3173156055,131939.5388597553,1
718,Tennessee,2004-01-01,7094314.217565114,132298.17610241167,1
719,Tennessee,2005-01-01,7327720.476325087,133974.89184785634,1
720,Tennessee,2006-01-01,7412064.610305912,139157.7081806206,1
721,Tennessee,2007-01-01,7590522.883752166,143851.08611581256,1
722,Tennessee,2008-01-01,8049006.275277088,143475.9083187727,1
723,Tennessee,2009-01-01,8430227.977917627,138028.30731562272,1
724,Tennessee,2010-01-01,8563002.001646183,131489.43610355037,1
725,Tennessee,2011-01-01,8706181.231986174,126165.45588942147,1
726,Tennessee,2012-01-01,8350396.038086071,119955.4342323691,1
727,Tennessee,2013-01-01,8205980.1489605615,120882.16452546592,1
728,Tennessee,2014-01-01,8394194.35609042,124517.30322948663,1
729,Tennessee,2015-01-01,8327476.165699825,130033.37932582152,1
730,Tennessee,2016-01-01,8294164.999999999,139276.41556612527,1
731,Texas,2000-01-01,31146742.811897397,142587.08130652446,1
732,Texas,2001-01-01,32418631.24650526,142199.2379810987,1
733,Texas,2002-01-01,33849226.335203156,140792.90282450194,1
734,Texas,2003-01-01,35135361.45756456,143396.07625513212,1
735,Texas,2004-01-01,36107399.463040665,142714.575273302,1
736,Texas,2005-01-01,35950737.80606045,148856.13910002232,1
737,Texas,2006-01-01,36863096.23495086,148814.83276919965,1
738,Texas,2007-01-01,38161623.72709296,151715.6294262061,1
739,Texas,2008-01-01,40622496.75889559,152809.89969771926,1
740,Texas,2009-01-01,41873803.330363065,146610.09510771118,1
741,Texas,2010-01-01,43496290.11668543,144210.67669849706,1
742,Texas,2011-01-01,42421137.73792725,138265.1167804603,1
743,Texas,2012-01-01,39946931.176575355,132615.73483276088,1
744,Texas,2013-01-01,39966477.321059406,134648.11165970357,1
745,Texas,2014-01-01,41205395.79279817,142113.22069053666,1
746,Texas,2015-01-01,42559741.932568446,152902.14394889597,1
747,Texas,2016-01-01,43287224.0,165066.45892333137,1
748,Utah,2000-01-01,2816144.1871040133,223580.29803956565,1
749,Utah,2001-01-01,2936085.7461909177,228994.17906167032,1
750,Utah,2002-01-01,3070225.1080487897,228216.7873525364,1
751,Utah,2003-01-01,3073989.476903189,222950.37756788448,1
752,Utah,2004-01-01,3055165.4690526105,219187.72425501794,1
753,Utah,2005-01-01,3113763.7345947037,215099.42080172908,1
754,Utah,2006-01-01,3174562.9521850673,220364.8655423512,1
755,Utah,2007-01-01,3280467.6313203718,249301.68021787863,1
756,Utah,2008-01-01,3608699.4586327323,272295.3842140921,1
757,Utah,2009-01-01,3786365.66708849,249061.28579905126,1
758,Utah,2010-01-01,3459431.169345545,225662.9980448454,1
759,Utah,2011-01-01,3669718.4122968153,205490.8189166386,1
760,Utah,2012-01-01,3662824.176993621,191840.25487533078,1
761,Utah,2013-01-01,3821586.966364227,205312.71959183246,1
762,Utah,2014-01-01,3759218.227156257,222312.63512062488,1
763,Utah,2015-01-01,3759422.7747191223,229950.67254972624,1
764,Utah,2016-01-01,3931265.0,250496.2855464929,1
765,Vermont,2000-01-01,1121974.6549616521,122962.3718993262,1
766,Vermont,2001-01-01,1115357.496647766,128469.64469970565,1
767,Vermont,2002-01-01,1116066.5668877237,137518.2902379541,1
768,Vermont,2003-01-01,1223859.1847868282,145758.19867207724,1
769,Vermont,2004-01-01,1317875.5876818288,155974.18364239417,1
770,Vermont,2005-01-01,1352722.3900310092,170129.1476331815,1
771,Vermont,2006-01-01,1361463.9275846377,184868.14334746456,1
772,Vermont,2007-01-01,1392803.7709084535,193560.3665401557,1
773,Vermont,2008-01-01,1427745.5543954293,194952.952503077,1
774,Vermont,2009-01-01,1486653.261736301,189771.02612992798,1
775,Vermont,2010-01-01,1516598.5253392279,182755.50027850727,1
776,Vermont,2011-01-01,1488883.510657412,180349.12255424375,1
777,Vermont,2012-01-01,1486411.3082702167,176173.47863388906,1
778,Vermont,2013-01-01,1498809.8761554065,180710.88489077022,1
779,Vermont,2014-01-01,1501228.579939038,183701.15002468202,1
780,Vermont,2015-01-01,1517429.656304228,187462.80608164295,1
781,Vermont,2016-01-01,1536843.0,191959.9461474493,1
782,Virginia,2000-01-01,10875270.922583383,158500.14418527338,1
783,Virginia,2001-01-01,11288020.792824885,165853.87393847678,1
784,Virginia,2002-01-01,11757145.801109456,177861.8209511748,1
785,Virginia,2003-01-01,11962609.987294612,192403.5784347013,1
786,Virginia,2004-01-01,12071590.080030253,209890.12885276397,1
787,Virginia,2005-01-01,12778826.855406813,245707.71627215773,1
788,Virginia,2006-01-01,13479271.1277344,284195.4886997937,1
789,Virginia,2007-01-01,14123664.276465727,286815.88492126146,1
790,Virginia,2008-01-01,14628445.232554846,271841.668514531,1
791,Virginia,2009-01-01,14765486.099700645,244693.8211353192,1
792,Virginia,2010-01-01,14677896.547332479,230341.0627159336,1
793,Virginia,2011-01-01,14266834.603048628,221514.01593345482,1
794,Virginia,2012-01-01,14146514.462844329,211122.75695070898,1
795,Virginia,2013-01-01,14267238.124347627,217555.2982964596,1
796,Virginia,2014-01-01,14436298.438283646,223822.3232832055,1
797,Virginia,2015-01-01,14641537.272839539,227360.25497895034,1
798,Virginia,2016-01-01,14385735.999999998,234532.9826594948,1
799,Washington,2000-01-01,8410115.480270386,230085.19774067972,1
800,Washington,2001-01-01,8573546.278899886,236451.54521406195,1
801,Washington,2002-01-01,8785353.552215455,244233.19197557057,1
802,Washington,2003-01-01,8882876.993768632,248313.3072346879,1
803,Washington,2004-01-01,8911231.110688467,258098.43132576265,1
804,Washington,2005-01-01,9009019.38877984,278513.1122334789,1
805,Washington,2006-01-01,9136957.886044351,319770.8716513005,1
806,Washington,2007-01-01,9476869.58569437,349121.00844144536,1
807,Washington,2008-01-01,10176034.473616388,347758.976287275,1
808,Washington,2009-01-01,10702966.751702124,313062.24040184054,1
809,Washington,2010-01-01,10445334.71484719,283214.6334676408,1
810,Washington,2011-01-01,10343004.422701413,258612.1703414113,1
811,Washington,2012-01-01,10414021.430607429,230797.4671034538,1
812,Washington,2013-01-01,10307926.659934146,230335.28929442322,1
813,Washington,2014-01-01,10781019.96603607,248726.2482701107,1
814,Washington,2015-01-01,11411127.617035976,262319.1456245256,1
815,Washington,2016-01-01,12315163.0,289614.3667158621,1
816,West Virginia,2000-01-01,2689750.943723172,80047.20067912724,1
817,West Virginia,2001-01-01,2685016.0314205177,81948.28992492928,1
818,West Virginia,2002-01-01,2697502.9996480825,83899.33834508866,1
819,West Virginia,2003-01-01,2726629.57719491,85298.0806645157,1
820,West Virginia,2004-01-01,2734561.1544339345,87185.00530965823,1
821,West Virginia,2005-01-01,2746677.864899439,91460.45399896453,1
822,West Virginia,2006-01-01,2791699.1741561512,95168.0818929232,1
823,West Virginia,2007-01-01,2809099.5310921427,95309.48023367854,1
824,West Virginia,2008-01-01,2832323.6167258974,95183.15981062857,1
825,West Virginia,2009-01-01,3011587.0473818486,93359.54134602692,1
826,West Virginia,2010-01-01,3284560.6176483356,89018.26284900674,1
827,West Virginia,2011-01-01,3242884.3209740096,87262.94827901626,1
828,West Virginia,2012-01-01,3083133.664023918,85110.73200812277,1
829,West Virginia,2013-01-01,2960715.585111746,89042.04461118132,1
830,West Virginia,2014-01-01,2909416.4455080633,88408.47313005681,1
831,West Virginia,2015-01-01,2914675.7947781323,94571.49547043214,1
832,West Virginia,2016-01-01,2873668.0,100341.41304749931,1
833,Wisconsin,2000-01-01,9011959.54394856,144146.06948440662,1
834,Wisconsin,2001-01-01,9305516.741331644,147354.417962215,1
835,Wisconsin,2002-01-01,9647278.892614242,153869.2200974062,1
836,Wisconsin,2003-01-01,9812581.872339277,159101.3013854011,1
837,Wisconsin,2004-01-01,9898885.97419968,166620.13160026175,1
838,Wisconsin,2005-01-01,9965479.048632625,175821.777715391,1
839,Wisconsin,2006-01-01,10004926.321484396,181657.7210973571,1
840,Wisconsin,2007-01-01,10049931.679142678,180472.80604830483,1
841,Wisconsin,2008-01-01,10222464.649742516,177232.15080569003,1
842,Wisconsin,2009-01-01,10540008.850395713,166985.48372158757,1
843,Wisconsin,2010-01-01,10665949.116665488,158801.5817441293,1
844,Wisconsin,2011-01-01,10822733.358856313,148968.49674891503,1
845,Wisconsin,2012-01-01,9951371.25306524,138285.34832509214,1
846,Wisconsin,2013-01-01,9824242.221637253,138167.3283657975,1
847,Wisconsin,2014-01-01,9754914.676235938,141571.90332443613,1
848,Wisconsin,2015-01-01,9788196.121475281,145518.46452429693,1
849,Wisconsin,2016-01-01,9691073.0,153188.50046139327,1
853,Wyoming,2003-01-01,993194.5405967681,171610.60801948464,1
854,Wyoming,2004-01-01,999367.5406715457,176155.72289005434,1
855,Wyoming,2005-01-01,1026569.9215368103,186248.7732120774,1
856,Wyoming,2006-01-01,1115275.336048226,194789.13102454747,1
857,Wyoming,2007-01-01,1271824.934097161,208567.75149261786,1
858,Wyoming,2008-01-01,1319297.2327879132,214744.80885533063,1
859,Wyoming,2009-01-01,1395132.085914671,211829.70578309637,1
860,Wyoming,2010-01-01,1453766.4300681048,203617.45986647732,1
861,Wyoming,2011-01-01,1492999.409284913,198594.4583132186,1
862,Wyoming,2012-01-01,1500243.146044547,194314.8981980451,1
863,Wyoming,2013-01-01,1481604.8358268484,202100.6225782033,1
864,Wyoming,2014-01-01,1483239.6543625805,202650.31717034086,1
865,Wyoming,2015-01-01,1510709.980495762,208274.54367512118,1
866,Wyoming,2016-01-01,1542763.0,220630.85916497008,1
